yyyy,mm,tmax,tmin,af,rain,sun,station
1989.0,4,11.6,4.2,1.0,73.7,160.1,southampton
1989.0,5,20.3,10.1,0.0,4.1,315.9,southampton
1989.0,6,21.1,11.6,0.0,36.5,267.6,southampton
1989.0,7,25.2,15.0,0.0,16.3,289.0,southampton
1989.0,8,23.3,13.2,0.0,27.5,271.6,southampton
1989.0,9,20.7,12.3,0.0,26.9,125.1,southampton
1989.0,10,16.6,9.9,0.0,93.6,93.5,southampton
1989.0,11,11.8,4.6,5.0,52.1,105.3,southampton
1989.0,12,9.6,4.0,3.0,159.0,35.9,southampton
1990.0,1,10.4,5.0,1.0,120.5,44.1,southampton
1990.0,2,11.2,6.1,0.0,168.4,88.3,southampton
1990.0,3,12.7,5.4,1.0,4.3,153.1,southampton
1990.0,4,14.1,4.8,2.0,36.1,238.1,southampton
1990.0,5,19.8,9.2,0.0,19.0,290.9,southampton
1990.0,6,18.0,11.0,0.0,53.6,134.3,southampton
1990.0,7,22.8,13.3,0.0,8.9,289.4,southampton
1990.0,8,24.5,14.3,0.0,19.5,257.8,southampton
1990.0,9,20.3,9.9,0.0,38.5,168.6,southampton
1990.0,10,16.3,10.2,0.0,91.9,113.9,southampton
1990.0,11,11.3,5.5,0.0,42.6,87.4,southampton
1990.0,12,8.1,2.8,6.0,57.9,60.3,southampton
1991.0,1,7.5,2.6,2.0,104.2,66.5,southampton
1991.0,2,5.6,-0.6,17.0,29.5,71.8,southampton
1991.0,3,12.1,5.2,3.0,79.4,98.9,southampton
1991.0,4,12.7,5.2,0.0,40.1,153.6,southampton
1991.0,5,16.5,8.1,0.0,11.1,161.7,southampton
1991.0,6,16.6,10.0,0.0,111.0,133.1,southampton
1991.0,7,21.5,14.1,0.0,70.0,219.6,southampton
1991.0,8,23.3,14.1,0.0,11.7,251.8,southampton
1991.0,9,21.6,11.8,0.0,43.8,153.5,southampton
1991.0,10,14.5,8.3,0.0,77.0,82.9,southampton
1991.0,11,10.8,5.0,2.0,55.8,56.2,southampton
1991.0,12,8.9,2.7,7.0,28.0,44.5,southampton
1992.0,1,7.7,1.9,12.0,20.7,65.9,southampton
1992.0,2,9.3,2.7,9.0,37.8,58.1,southampton
1992.0,3,11.1,5.1,,37.0,68.4,southampton
1992.0,4,13.2,5.8,1.0,90.9,146.6,southampton
1992.0,5,19.9,10.1,0.0,16.2,279.2,southampton
1992.0,6,22.1,12.0,0.0,48.7,221.1,southampton
1992.0,7,21.0,14.2,0.0,47.6,160.8,southampton
1992.0,8,20.3,13.8,0.0,94.6,143.1,southampton
1992.0,9,18.4,11.5,0.0,50.3,126.5,southampton
1992.0,10,13.2,5.7,2.0,59.3,,southampton
1992.0,11,12.2,5.8,0.0,135.1,,southampton
1992.0,12,8.0,2.6,6.0,91.9,,southampton
1993.0,1,10.0,4.4,5.0,99.9,,southampton
1993.0,2,7.9,3.3,4.0,7.5,,southampton
1993.0,3,11.1,3.9,1.0,47.9,,southampton
1993.0,4,14.0,7.1,0.0,86.1,,southampton
1993.0,5,17.8,9.2,0.0,57.0,,southampton
1993.0,6,20.9,12.0,0.0,59.7,,southampton
1993.0,7,20.6,12.5,0.0,54.7,,southampton
1993.0,8,20.9,11.5,0.0,34.0,,southampton
1993.0,9,17.8,9.9,0.0,124.9,,southampton
1993.0,10,13.2,6.8,1.0,174.5,,southampton
1993.0,11,9.6,2.8,5.0,76.7,,southampton
1993.0,12,9.6,3.9,4.0,155.8,,southampton
1994.0,1,9.3,3.4,5.0,127.8,,southampton
1994.0,2,8.0,1.7,8.0,81.4,,southampton
1994.0,3,11.9,5.3,,63.7,,southampton
1994.0,4,12.6,5.4,0.0,61.7,,southampton
1994.0,5,15.7,8.8,0.0,95.4,,southampton
1994.0,6,20.1,11.3,0.0,25.7,,southampton
1994.0,7,24.3,14.5,0.0,16.1,,southampton
1994.0,8,22.1,13.8,0.0,50.3,,southampton
1994.0,9,18.0,10.7,0.0,93.1,,southampton
1994.0,10,15.9,7.7,0.0,107.6,,southampton
1994.0,11,13.5,9.4,0.0,71.3,,southampton
1994.0,12,10.9,4.7,5.0,122.2,,southampton
1995.0,1,9.0,3.1,4.0,146.0,,southampton
1995.0,2,10.6,5.1,1.0,127.3,,southampton
1995.0,3,10.7,2.6,5.0,45.0,,southampton
1995.0,4,14.8,6.3,2.0,22.6,,southampton
1995.0,5,17.9,8.4,0.0,21.1,,southampton
1995.0,6,21.4,11.3,0.0,11.2,,southampton
1995.0,7,25.1,14.9,0.0,19.7,,southampton
1995.0,8,27.1,15.8,0.0,4.6,,southampton
1995.0,9,19.3,11.2,0.0,151.4,,southampton
1995.0,10,17.7,11.4,0.0,47.4,,southampton
1995.0,11,12.5,5.9,4.0,126.7,,southampton
1995.0,12,6.5,2.0,11.0,83.9,,southampton
1996.0,1,7.7,4.4,3.0,64.7,,southampton
1996.0,2,6.9,0.5,16.0,84.9,,southampton
1996.0,3,9.0,2.6,5.0,38.1,,southampton
1996.0,4,13.7,5.5,2.0,37.3,,southampton
1996.0,5,14.7,6.4,0.0,44.0,,southampton
1996.0,6,20.6,10.8,0.0,21.0,,southampton
1996.0,7,22.3,13.0,0.0,43.8,,southampton
1996.0,8,22.2,13.4,0.0,72.6,,southampton
1996.0,9,19.0,10.6,0.0,36.7,,southampton
1996.0,10,16.2,9.7,0.0,55.5,,southampton
1996.0,11,10.9,3.3,6.0,140.7,,southampton
1996.0,12,6.7,1.8,10.0,23.5,,southampton
1997.0,1,5.5,0.3,16.0,16.4,,southampton
1997.0,2,10.0,4.1,3.0,112.2,,southampton
1997.0,3,12.8,5.1,0.0,23.4,,southampton
1997.0,4,15.6,5.3,1.0,12.5,,southampton
1997.0,5,17.6,8.4,0.0,40.7,,southampton
1997.0,6,19.3,12.2,0.0,105.2,,southampton
1997.0,7,22.7,13.4,0.0,10.6,,southampton
1997.0,8,23.8,16.2,0.0,72.1,,southampton
1997.0,9,20.7,11.3,0.0,7.5,,southampton
1997.0,10,16.9,8.1,3.0,64.5,,southampton
1997.0,11,13.0,6.2,3.0,151.4,,southampton
1997.0,12,9.9,4.2,6.0,100.5,,southampton
1998.0,1,9.3,3.9,4.0,118.5,,southampton
1998.0,2,10.9,3.5,5.0,9.5,,southampton
1998.0,3,12.2,6.0,0.0,78.5,,southampton
1998.0,4,12.3,5.4,2.0,89.3,,southampton
1998.0,5,20.8,10.5,0.0,18.9,,southampton
1998.0,6,18.7,12.0,0.0,109.0,,southampton
1998.0,7,20.3,13.1,0.0,37.4,,southampton
1998.0,8,22.9,12.4,0.0,18.3,,southampton
1998.0,9,19.9,12.7,0.0,99.6,,southampton
1998.0,10,15.5,8.9,0.0,135.1,,southampton
1998.0,11,11.0,4.6,1.0,59.0,,southampton
1998.0,12,10.0,4.0,5.0,87.3,,southampton
2013.0,1,7.3,2.8,4.0,108.8,28.1,stornoway
2013.0,2,7.3,1.6,7.0,70.4,72.1,stornoway
2013.0,3,6.6,1.5,9.0,36.6,132.4,stornoway
2013.0,4,9.0,2.4,8.0,97.2,182.2,stornoway
2013.0,5,11.5,5.4,0.0,97.0,182.1,stornoway
2013.0,6,14.5,9.2,0.0,35.6,135.5,stornoway
2013.0,7,18.1,11.7,0.0,44.0,183.2,stornoway
2013.0,8,16.6,11.3,0.0,104.6,102.1,stornoway
2013.0,9,14.6,8.8,0.0,81.1,101.5,stornoway
2013.0,10,12.7,7.9,0.0,140.2,65.4,stornoway
2013.0,11,8.9,3.3,2.0,124.4,31.0,stornoway
2013.0,12,8.6,3.9,2.0,248.8,11.2,stornoway
2014.0,1,7.5,3.5,2.0,138.8,28.5,stornoway
2014.0,2,7.6,2.9,1.0,147.6,54.3,stornoway
2014.0,3,9.6,4.3,1.0,105.2,104.3,stornoway
2014.0,4,11.4,6.1,0.0,86.4,164.1,stornoway
2014.0,5,12.7,7.5,0.0,62.8,127.0,stornoway
2014.0,6,16.3,10.8,0.0,49.4,140.9,stornoway
2014.0,7,18.2,12.2,0.0,65.6,193.9,stornoway
2014.0,8,15.9,10.3,0.0,141.4,143.9,stornoway
2014.0,9,15.5,10.2,0.0,48.2,101.2,stornoway
2014.0,10,12.5,7.0,0.0,198.0,76.8,stornoway
2014.0,11,11.0,5.7,0.0,90.4,52.5,stornoway
2014.0,12,7.6,2.2,1.0,168.2,20.3,stornoway
2015.0,1,6.9,1.8,6.0,198.6,30.1,stornoway
2015.0,2,7.3,2.6,4.0,115.2,45.3,stornoway
2015.0,3,8.3,2.5,2.0,166.8,123.5,stornoway
2015.0,4,10.1,3.7,1.0,65.0,184.2,stornoway
2015.0,5,11.2,5.2,1.0,121.4,168.8,stornoway
2015.0,6,13.4,7.7,0.0,99.2,93.6,stornoway
2015.0,7,15.4,9.7,0.0,110.4,120.7,stornoway
2015.0,8,15.8,10.5,0.0,89.0,112.4,stornoway
2015.0,9,14.4,9.1,0.0,36.8,111.0,stornoway
2015.0,10,13.3,7.9,0.0,71.4,70.8,stornoway
2015.0,11,9.8,5.3,1.0,155.8,31.3,stornoway
2015.0,12,9.2,3.7,1.0,268.4,21.1,stornoway
2016.0,1,7.5,3.0,5.0,142.8,19.9,stornoway
2016.0,2,6.6,1.0,6.0,146.2,82.9,stornoway
2016.0,3,8.8,3.2,2.0,86.0,115.5,stornoway
2016.0,4,9.5,3.4,3.0,55.0,143.4,stornoway
2016.0,5,12.7,6.8,0.0,63.2,211.7,stornoway
2016.0,6,14.8,10.1,0.0,82.6,133.0,stornoway
2016.0,7,15.9,10.6,0.0,142.6,75.7,stornoway
2016.0,8,16.6,10.8,0.0,92.2,126.2,stornoway
2016.0,9,15.4,10.6,0.0,141.4,93.9,stornoway
2016.0,10,13.1,7.2,0.0,38.4,106.6,stornoway
2016.0,11,8.7,3.2,5.0,97.6,57.0,stornoway
2016.0,12,10.1,5.1,2.0,111.8,23.8,stornoway
2017.0,1,8.5,3.9,2.0,67.6,35.3,stornoway
2017.0,2,8.4,3.8,4.0,108.6,75.4,stornoway
2017.0,3,9.5,3.6,2.0,116.2,126.0,stornoway
2017.0,4,10.3,4.9,0.0,66.8,101.1,stornoway
2017.0,5,14.4,8.0,0.0,43.8,203.1,stornoway
2017.0,6,15.1,9.9,0.0,55.8,114.1,stornoway
2017.0,7,16.6,10.2,0.0,74.6,166.4,stornoway
2017.0,8,16.5,11.0,0.0,114.6,122.3,stornoway
2017.0,9,14.8,9.9,0.0,111.2,97.3,stornoway
2017.0,10,12.9,7.8,0.0,155.2,56.9,stornoway
2017.0,11,7.8,3.1,0.0,184.4,42.8,stornoway
2017.0,12,7.4,2.3,8.0,138.2,16.7,stornoway
2018.0,1,6.5,1.6,9.0,167.0,32.6,stornoway
2018.0,2,6.5,0.8,10.0,79.6,89.2,stornoway
2018.0,3,7.1,2.0,6.0,72.4,125.5,stornoway
2018.0,4,10.9,4.9,2.0,69.6,185.5,stornoway
2018.0,5,13.8,7.2,0.0,47.0,203.1,stornoway
2018.0,6,15.9,9.8,0.0,38.2,172.9,stornoway
2018.0,7,17.3,11.4,0.0,60.6,112.6,stornoway
2018.0,8,15.8,10.4,0.0,77.2,76.5,stornoway
2018.0,9,13.5,8.2,0.0,189.4,97.4,stornoway
2018.0,10,11.7,6.3,0.0,151.4,72.5,stornoway
2018.0,11,10.7,6.0,0.0,79.2,63.6,stornoway
2018.0,12,8.8,4.1,2.0,130.2,22.2,stornoway
2019.0,1,7.0,1.6,11.0,121.4,38.6,stornoway
2019.0,2,9.4,4.1,5.0,127.2,40.9,stornoway
2019.0,3,8.8,3.8,1.0,142.0,94.6,stornoway
2019.0,4,12.5,5.8,0.0,44.2,167.6,stornoway
2019.0,5,12.0,5.8,1.0,61.2,144.9,stornoway
2019.0,6,14.4,9.2,0.0,77.8,122.3,stornoway
2019.0,7,17.6,12.2,0.0,90.0,108.1,stornoway
2019.0,8,16.4,11.7,0.0,200.4,102.9,stornoway
2019.0,9,15.5,9.5,0.0,87.6,106.9,stornoway
2019.0,10,11.6,6.7,0.0,123.8,81.5,stornoway
2019.0,11,8.3,4.0,4.0,54.8,38.5,stornoway
2019.0,12,8.3,3.5,5.0,136.8,17.5,stornoway
2020.0,1,8.7,4.1,0.0,164.4,12.8,stornoway
2020.0,2,7.4,1.9,6.0,175.6,48.2,stornoway
2020.0,3,8.2,2.5,4.0,131.2,101.3,stornoway
2020.0,4,11.0,3.9,2.0,35.2,214.2,stornoway
2020.0,5,13.8,6.5,1.0,83.2,177.1,stornoway
2020.0,6,15.1,9.7,0.0,76.6,151.1,stornoway
2020.0,7,15.6,9.7,0.0,72.0,70.9,stornoway
2020.0,8,16.6,10.8,0.0,36.4,158.1,stornoway
2020.0,9,14.6,9.5,0.0,135.4,93.3,stornoway
2020.0,10,11.3,6.8,0.0,211.4,55.4,stornoway
2020.0,11,10.5,5.7,0.0,149.2,30.0,stornoway
2020.0,12,7.9,3.4,4.0,182.4,19.6,stornoway
2021.0,1,5.5,0.4,12.0,110.4,44.1,stornoway
2021.0,2,6.8,3.1,6.0,114.4,62.7,stornoway
2021.0,3,9.0,4.1,1.0,145.8,64.5,stornoway
2021.0,4,9.1,2.3,11.0,47.4,202.2,stornoway
2021.0,5,11.4,5.7,1.0,69.2,149.0,stornoway
2021.0,6,15.7,9.6,0.0,25.4,124.3,stornoway
2021.0,7,16.8,12.0,0.0,32.2,138.3,stornoway
2021.0,8,16.6,11.9,0.0,47.0,99.4,stornoway
2021.0,9,15.6,11.0,0.0,125.8,60.9,stornoway
2021.0,10,12.7,7.5,0.0,214.6,39.1,stornoway
2021.0,11,10.1,5.2,0.0,175.6,28.1,stornoway
2021.0,12,8.2,2.9,1.0,114.4,15.5,stornoway
2022.0,1,8.8,4.2,0.0,123.6,16.4,stornoway
2022.0,2,7.6,1.8,4.0,172.0,42.2,stornoway
2022.0,3,10.1,3.9,1.0,54.0,136.9,stornoway
2022.0,4,10.6,4.8,2.0,98.2,99.9,stornoway
2022.0,5,13.3,7.7,0.0,123.2,105.8,stornoway
2022.0,6,15.2,9.7,0.0,41.8,175.9,stornoway
2022.0,7,16.7,11.2,0.0,58.4,73.6,stornoway
2022.0,8,16.4,10.9,0.0,73.6,105.2,stornoway
2022.0,9,15.4,10.2,0.0,67.0,87.7,stornoway
2022.0,10,13.1,8.5,0.0,123.4,75.6,stornoway
2022.0,11,11.4,6.8,0.0,213.4,32.3,stornoway
2022.0,12,6.9,2.5,5.0,167.0,17.3,stornoway
2013.0,1,5.8,1.0,16.0,36.0,,suttonbonington
2013.0,2,5.8,0.5,12.0,27.2,,suttonbonington
2013.0,3,5.1,-0.2,16.0,46.6,,suttonbonington
2013.0,4,12.4,3.2,8.0,8.0,,suttonbonington
2013.0,5,15.6,6.0,1.0,72.0,,suttonbonington
2013.0,6,18.4,9.6,0.0,48.8,,suttonbonington
2013.0,7,24.3,12.7,0.0,80.2,,suttonbonington
2013.0,8,22.6,12.7,0.0,29.6,,suttonbonington
2013.0,9,18.7,9.7,0.0,25.0,,suttonbonington
2013.0,10,15.8,9.5,0.0,98.2,,suttonbonington
2013.0,11,9.7,2.9,5.0,33.6,,suttonbonington
2013.0,12,9.8,3.2,0.0,49.2,,suttonbonington
2014.0,1,8.7,3.0,3.0,101.2,,suttonbonington
2014.0,2,9.4,3.7,1.0,44.2,,suttonbonington
2014.0,3,12.3,3.2,6.0,28.0,,suttonbonington
2014.0,4,14.8,6.2,1.0,25.6,,suttonbonington
2014.0,5,16.8,8.2,1.0,84.4,,suttonbonington
2014.0,6,20.4,10.4,0.0,29.4,,suttonbonington
2014.0,7,24.1,12.4,0.0,43.0,,suttonbonington
2014.0,8,20.1,11.1,0.0,77.7,,suttonbonington
2014.0,9,20.1,10.0,0.0,7.6,,suttonbonington
2014.0,10,15.8,9.4,0.0,65.8,,suttonbonington
2014.0,11,11.2,5.0,4.0,70.2,,suttonbonington
2014.0,12,8.1,2.3,9.0,53.4,,suttonbonington
2015.0,1,7.7,1.6,9.0,40.4,,suttonbonington
2015.0,2,7.2,1.3,9.0,32.8,,suttonbonington
2015.0,3,10.5,2.9,4.0,39.0,,suttonbonington
2015.0,4,14.5,3.7,4.0,24.2,,suttonbonington
2015.0,5,15.3,6.6,1.0,68.0,,suttonbonington
2015.0,6,19.8,8.8,0.0,52.4,,suttonbonington
2015.0,7,21.3,11.2,0.0,68.8,,suttonbonington
2015.0,8,21.5,12.1,0.0,51.4,,suttonbonington
2015.0,9,17.6,7.7,0.0,23.4,,suttonbonington
2015.0,10,15.0,7.4,0.0,52.4,,suttonbonington
2015.0,11,12.6,6.5,2.0,61.0,,suttonbonington
2015.0,12,12.8,7.4,0.0,69.0,,suttonbonington
2016.0,1,8.7,2.8,7.0,53.6,,suttonbonington
2016.0,2,8.6,1.9,8.0,61.4,,suttonbonington
2016.0,3,9.6,1.9,8.0,64.0,,suttonbonington
2016.0,4,12.0,3.2,4.0,51.4,,suttonbonington
2016.0,5,17.1,7.1,1.0,58.6,,suttonbonington
2016.0,6,19.3,11.3,0.0,149.0,,suttonbonington
2016.0,7,22.0,12.8,0.0,37.6,,suttonbonington
2016.0,8,22.6,12.9,0.0,39.0,,suttonbonington
2016.0,9,20.5,12.3,0.0,37.4,,suttonbonington
2016.0,10,14.5,7.5,0.0,25.8,,suttonbonington
2016.0,11,8.9,3.1,4.0,67.2,,suttonbonington
2016.0,12,9.1,2.7,6.0,22.2,,suttonbonington
2017.0,1,6.6,1.0,13.0,39.4,,suttonbonington
2017.0,2,8.7,3.6,2.0,46.4,,suttonbonington
2017.0,3,12.5,5.2,1.0,46.8,,suttonbonington
2017.0,4,13.9,4.6,2.0,17.8,,suttonbonington
2017.0,5,17.8,8.6,1.0,59.0,,suttonbonington
2017.0,6,20.5,12.2,0.0,66.6,,suttonbonington
2017.0,7,21.9,12.4,0.0,90.0,,suttonbonington
2017.0,8,20.3,11.7,0.0,65.4,,suttonbonington
2017.0,9,17.9,10.0,0.0,94.4,,suttonbonington
2017.0,10,15.7,9.8,1.0,27.2,,suttonbonington
2017.0,11,10.3,3.7,4.0,35.6,,suttonbonington
2017.0,12,8.0,2.1,11.0,59.6,,suttonbonington
2018.0,1,8.1,2.9,5.0,51.2,,suttonbonington
2018.0,2,5.8,0.2,12.0,26.8,,suttonbonington
2018.0,3,8.3,1.7,10.0,80.6,,suttonbonington
2018.0,4,13.6,6.5,0.0,85.8,,suttonbonington
2018.0,5,19.2,8.1,0.0,48.4,,suttonbonington
2018.0,6,21.9,10.9,0.0,2.4,,suttonbonington
2018.0,7,26.2,12.9,0.0,21.0,,suttonbonington
2018.0,8,22.3,12.6,0.0,51.6,,suttonbonington
2018.0,9,18.9,9.9,0.0,27.4,,suttonbonington
2018.0,10,15.0,7.2,2.0,35.8,,suttonbonington
2018.0,11,11.2,5.8,1.0,30.2,,suttonbonington
2018.0,12,9.5,4.3,4.0,75.0,,suttonbonington
2019.0,1,7.1,1.8,11.0,19.4,,suttonbonington
2019.0,2,11.6,1.7,10.0,30.6,,suttonbonington
2019.0,3,11.9,4.3,3.0,60.0,,suttonbonington
2019.0,4,14.2,3.4,6.0,31.8,,suttonbonington
2019.0,5,16.3,6.3,0.0,41.0,,suttonbonington
2019.0,6,18.7,10.2,0.0,126.2,,suttonbonington
2019.0,7,23.1,13.0,0.0,87.6,,suttonbonington
2019.0,8,22.9,13.2,0.0,71.8,,suttonbonington
2019.0,9,19.0,10.1,0.0,111.8,,suttonbonington
2019.0,10,13.3,6.9,1.0,97.8,,suttonbonington
2019.0,11,8.7,4.0,4.0,102.6,,suttonbonington
2019.0,12,8.6,3.3,4.0,65.8,,suttonbonington
2020.0,1,9.4,4.1,4.0,37.4,,suttonbonington
2020.0,2,10.0,3.2,2.0,132.0,,suttonbonington
2020.0,3,10.7,2.7,7.0,28.0,,suttonbonington
2020.0,4,16.2,5.2,0.0,17.0,,suttonbonington
2020.0,5,18.9,6.7,2.0,6.2,,suttonbonington
2020.0,6,20.0,11.0,0.0,109.4,,suttonbonington
2020.0,7,20.7,12.1,0.0,62.0,,suttonbonington
2020.0,8,22.4,13.8,0.0,88.2,,suttonbonington
2020.0,9,19.2,9.6,0.0,23.6,,suttonbonington
2020.0,10,13.6,7.8,0.0,81.4,,suttonbonington
2020.0,11,11.4,5.3,3.0,24.2,,suttonbonington
2020.0,12,7.5,2.5,7.0,79.8,,suttonbonington
2021.0,1,5.7,0.2,15.0,114.6,,suttonbonington
2021.0,2,8.4,2.1,11.0,36.6,,suttonbonington
2021.0,3,11.2,4.0,3.0,28.4,,suttonbonington
2021.0,4,11.9,0.6,15.0,0.6,,suttonbonington
2021.0,5,15.0,6.2,0.0,87.6,,suttonbonington
2021.0,6,20.6,11.4,0.0,23.2,,suttonbonington
2021.0,7,23.7,13.5,0.0,66.6,,suttonbonington
2021.0,8,20.5,13.0,0.0,37.2,,suttonbonington
2021.0,9,21.3,11.8,0.0,45.0,,suttonbonington
2021.0,10,15.7,9.7,0.0,85.0,,suttonbonington
2021.0,11,10.9,4.4,4.0,14.0,,suttonbonington
2021.0,12,8.8,3.7,2.0,51.4,,suttonbonington
2022.0,1,8.2,1.2,12.0,24.4,,suttonbonington
2022.0,2,10.6,4.0,0.0,72.8,,suttonbonington
2022.0,3,12.2,2.9,3.0,34.6,,suttonbonington
2022.0,4,14.0,4.3,5.0,16.2,,suttonbonington
2022.0,5,18.2,9.1,0.0,48.4,,suttonbonington
2022.0,6,20.8,10.2,0.0,32.2,,suttonbonington
2022.0,7,24.6,13.2,0.0,11.6,,suttonbonington
2022.0,8,24.8,12.7,0.0,18.0,,suttonbonington
2022.0,9,19.2,10.0,0.0,51.2,,suttonbonington
2022.0,10,16.9,9.5,0.0,87.2,,suttonbonington
2022.0,11,12.0,6.9,0.0,96.8,,suttonbonington
2022.0,12,7.0,1.2,13.0,42.0,,suttonbonington
2013.0,1,7.5,4.5,0.0,140.4,30.6,tiree
2013.0,2,6.9,2.9,3.0,72.0,81.5,tiree
2013.0,3,7.0,1.9,5.0,25.0,138.6,tiree
2013.0,4,9.5,3.4,4.0,97.4,237.6,tiree
2013.0,5,11.8,6.3,0.0,92.4,179.2,tiree
2013.0,6,15.1,9.1,0.0,58.6,208.5,tiree
2013.0,7,17.7,11.9,0.0,48.0,182.3,tiree
2013.0,8,16.5,11.6,0.0,102.6,126.2,tiree
2013.0,9,15.1,10.4,0.0,109.7,92.6,tiree
2013.0,10,13.2,8.8,0.0,118.0,86.7,tiree
2013.0,11,9.7,4.9,0.0,126.8,56.1,tiree
2013.0,12,9.5,5.3,0.0,219.4,21.0,tiree
2014.0,1,7.9,4.4,0.0,187.4,37.2,tiree
2014.0,2,7.9,3.8,0.0,206.0,60.2,tiree
2014.0,3,9.4,4.9,0.0,100.6,110.6,tiree
2014.0,4,12.1,6.8,0.0,48.0,186.6,tiree
2014.0,5,13.3,8.3,0.0,110.0,149.5,tiree
2014.0,6,15.7,11.1,0.0,47.4,163.7,tiree
2014.0,7,17.7,12.2,0.0,118.2,205.0,tiree
2014.0,8,16.0,11.0,0.0,100.6,180.2,tiree
2014.0,9,16.1,10.9,0.0,27.0,139.7,tiree
2014.0,10,13.3,8.1,0.0,250.4,94.6,tiree
2014.0,11,11.4,7.1,0.0,128.4,47.7,tiree
2014.0,12,8.7,3.8,0.0,186.8,28.0,tiree
2015.0,1,7.6,2.6,3.0,177.6,30.8,tiree
2015.0,2,7.6,2.8,0.0,96.4,49.8,tiree
2015.0,3,8.8,3.8,0.0,140.6,115.9,tiree
2015.0,4,10.4,4.5,1.0,60.6,199.7,tiree
2015.0,5,11.3,6.3,0.0,123.4,195.8,tiree
2015.0,6,13.2,8.7,0.0,68.8,139.9,tiree
2015.0,7,15.1,9.9,0.0,165.8,66.1,tiree
2015.0,8,15.9,10.9,0.0,74.7,156.9,tiree
2015.0,9,14.7,10.3,0.0,40.9,127.6,tiree
2015.0,10,13.5,8.6,0.0,73.8,97.3,tiree
2015.0,11,10.7,6.4,0.0,189.6,30.6,tiree
2015.0,12,9.8,5.1,0.0,268.6,14.1,tiree
2016.0,1,8.0,4.0,1.0,186.2,17.8,tiree
2016.0,2,7.4,2.5,2.0,153.6,87.1,tiree
2016.0,3,8.9,4.4,0.0,92.4,103.9,tiree
2016.0,4,9.5,4.0,0.0,77.4,199.0,tiree
2016.0,5,14.3,7.6,0.0,60.2,269.0,tiree
2016.0,6,16.0,10.8,0.0,54.8,196.0,tiree
2016.0,7,15.7,11.0,0.0,144.8,119.5,tiree
2016.0,8,16.7,12.1,0.0,124.4,145.0,tiree
2016.0,9,15.8,11.4,0.0,137.4,75.6,tiree
2016.0,10,13.4,9.0,0.0,37.4,98.4,tiree
2016.0,11,9.7,4.6,2.0,117.0,50.8,tiree
2016.0,12,10.4,6.1,0.0,131.4,18.0,tiree
2017.0,1,8.6,4.9,1.0,83.4,21.7,tiree
2017.0,2,8.6,4.3,2.0,122.6,70.5,tiree
2017.0,3,9.9,4.7,0.0,103.6,163.5,tiree
2017.0,4,10.6,5.7,0.0,36.2,156.4,tiree
2017.0,5,14.6,8.0,0.0,55.8,255.6,tiree
2017.0,6,14.8,10.7,0.0,79.4,112.1,tiree
2017.0,7,16.4,10.9,0.0,115.8,208.4,tiree
2017.0,8,16.6,11.7,0.0,182.0,152.8,tiree
2017.0,9,15.0,10.2,0.0,132.6,124.5,tiree
2017.0,10,13.6,9.3,0.0,167.0,51.3,tiree
2017.0,11,9.4,4.7,0.0,129.4,35.7,tiree
2017.0,12,8.2,3.8,3.0,128.0,24.9,tiree
2018.0,1,7.4,2.9,2.0,181.6,38.2,tiree
2018.0,2,6.8,2.4,3.0,112.0,86.5,tiree
2018.0,3,7.3,2.0,6.0,68.1,142.5,tiree
2018.0,4,10.7,5.0,1.0,71.4,185.0,tiree
2018.0,5,14.2,8.2,0.0,57.2,236.2,tiree
2018.0,6,16.3,10.3,0.0,48.4,203.6,tiree
2018.0,7,17.0,12.0,0.0,73.2,160.2,tiree
2018.0,8,16.0,11.2,0.0,104.4,141.4,tiree
2018.0,9,14.2,9.2,0.0,140.0,101.3,tiree
2018.0,10,12.2,7.7,0.0,152.4,76.4,tiree
2018.0,11,10.6,6.6,0.0,123.8,71.1,tiree
2018.0,12,9.4,5.4,0.0,108.6,14.7,tiree
2019.0,1,7.8,4.1,3.0,75.8,29.9,tiree
2019.0,2,9.4,5.0,1.0,102.6,54.2,tiree
2019.0,3,,,,,,tiree
2019.0,4,11.8,6.2,0.0,27.8,165.1,tiree
2019.0,5,12.1,6.4,0.0,91.2,211.7,tiree
2019.0,6,15.1,10.0,0.0,59.4,225.3,tiree
2019.0,7,16.9,12.5,0.0,133.8,151.2,tiree
2019.0,8,17.2,12.2,0.0,186.4,157.3,tiree
2019.0,9,15.5,10.8,0.0,86.0,112.8,tiree
2019.0,10,12.2,7.7,0.0,133.5,105.1,tiree
2019.0,11,8.8,4.2,3.0,81.8,61.0,tiree
2019.0,12,9.2,5.0,0.0,196.3,31.6,tiree
2020.0,1,9.0,5.0,0.0,130.8,13.5,tiree
2020.0,2,7.9,2.8,1.0,188.6,63.0,tiree
2020.0,3,8.5,3.8,0.0,129.8,126.9,tiree
2020.0,4,11.5,5.2,0.0,19.0,215.0,tiree
2020.0,5,13.3,7.6,0.0,51.6,238.4,tiree
2020.0,6,15.7,10.4,0.0,66.8,181.4,tiree
2020.0,7,15.1,10.5,0.0,129.4,158.5,tiree
2020.0,8,16.9,11.7,0.0,78.4,161.6,tiree
2020.0,9,15.2,10.1,0.0,147.2,122.8,tiree
2020.0,10,12.4,7.8,0.0,266.8,73.3,tiree
2020.0,11,,,,132.3,,tiree
2020.0,12,8.5,4.2,0.0,126.8,35.3,tiree
2021.0,1,6.7,2.0,5.0,131.2,64.5,tiree
2021.0,2,7.2,3.2,6.0,92.0,86.7,tiree
